5.476659775,5.289802551,0,-0.3448661268
5.474071026,5.289934635,0,-0.3511449099
5.4689641,5.28823185,0,-0.3627064824
5.467656612,5.287538052,0,-0.3656805754
5.466758728,5.287181377,0,-0.3675840497
5.459918976,5.284029007,0,-0.3816671073
5.458571434,5.283423901,0,-0.3842962682
5.455992222,5.282511711,0,-0.3890699446
5.453306675,5.281193256,0,-0.3940401375
5.448935509,5.279315948,0,-0.4015116692
5.448218822,5.278974533,0,-0.4027071893
5.442302704,5.276406288,0,-0.4119057953
5.442249298,5.276381969,0,-0.4119855165
5.441580772,5.276090622,0,-0.4129070044
5.435731888,5.273379326,0,-0.4209885895
5.435326099,5.273196697,0,-0.4215065837
5.42877388,5.270172596,0,-0.4293378294
5.427817822,5.26974678,0,-0.4303689301
5.421319008,5.266746998,0,-0.4368493557
5.419398308,5.265910625,0,-0.4384964406
5.413437843,5.263035774,0,-0.4432396889
5.408551216,5.261356354,0,-0.4462947845
5.406061649,5.260185719,0,-0.4477951825
5.402519703,5.258954048,0,-0.4493455291
5.399215221,5.257411003,0,-0.4508111775
5.396608829,5.256500244,0,-0.4515416026
5.392719269,5.254768372,0,-0.4526241422
5.38831377,5.253279209,0,-0.4531898499
5.386381626,5.252439976,0,-0.4534398615
5.384596825,5.251848698,0,-0.4534109533
5.380000114,5.249949455,0,-0.4533360004
5.375655651,5.248589516,0,-0.4526851177
5.3743186,5.248041153,0,-0.4524858594
5.373045444,5.247655869,0,-0.4521425366
5.368549824,5.245928288,0,-0.4509164095
5.363762856,5.244553089,0,-0.4490457177
5.362883568,5.244225502,0,-0.4487051666
5.362081051,5.243998051,0,-0.4483033717
5.357251167,5.24228096,0,-0.4458661973
5.35215044,5.240937233,0,-0.4427478313
5.351758003,5.240804195,0,-0.4425094724
5.351388931,5.240708828,0,-0.4422469139
5.346256733,5.239048004,0,-0.4385814667
5.341081619,5.237775326,0,-0.4343822896
5.340823174,5.23769474,0,-0.4341728091
5.340569019,5.237635136,0,-0.4339430928
5.335339546,5.236094952,0,-0.4292133749
5.330207348,5.234959126,0,-0.4241074026
5.329901695,5.234872818,0,-0.4238038063
5.329596519,5.234808922,0,-0.4234746397
5.3244133,5.233421803,0,-0.4178726673
5.319378853,5.23242712,0,-0.412025094
5.318959236,5.232320786,0,-0.4115381539
